,Area Code,Area,Year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Animal protein (%),population 2017,population 2019 (1000 p),Population difference (%),Poultry quantity (%),Poultry Meat Production (1000 tonnes),Country Code,GDP 2017,2018,2019,2020,Region,GDP 2017 (milliards),GDP per capita,Range GDP per capita
85,121,Lebanon,2019,2870.0,71.41,12.717770034843205,6819,6856,0.542601554480129,0.6059233449477351,126.0,LBN,7819.604670196491,8058.444336923241,7578.172368081709,4649.54764607837,Middle East & North Africa,7.819604670196491e-06,1140.5491059213084,"(1110.26, 6898.826]"
86,122,Lesotho,2019,2190.0,61.52,12.511415525114156,2092,2125,1.5774378585086042,0.33926940639269404,2.0,LSO,1102.9444103788699,1192.4843195181,1113.37214033581,875.3534329639259,Sub-Saharan Africa,1.1029444103788698e-06,519.0326637077035,"(312.044, 1110.26]"
87,123,Liberia,2019,2149.0,42.11,5.8166589111214515,4702,4937,4.997873245427478,0.4895300139599814,16.0,LBR,721.0850440132159,710.265998419581,672.340499220841,632.93638561735,Sub-Saharan Africa,7.210850440132159e-07,146.05733117545392,"(66.911, 312.044]"
88,124,Libya,2019,3141.0,83.16,13.689907672715696,6581,6777,2.978270779516791,0.9391913403374721,124.0,LBY,5756.69932474775,7877.12460954542,7685.9481324831795,3699.29476514318,Middle East & North Africa,5.7566993247477505e-06,849.4465581743766,"(312.044, 1110.26]"
89,126,Lithuania,2019,3410.0,116.04,28.1524926686217,2845,2760,-2.9876977152899826,0.8870967741935484,100.0,LTU,16843.699654691,19176.812150505,19575.768481406998,20233.6413480843,Europe & Central Asia,1.6843699654691003e-05,6102.789729960507,"(1110.26, 6898.826]"
90,129,Madagascar,2019,1912.0,42.66,6.642259414225942,25571,26969,5.467130734034648,0.16579497907949792,85.0,MDG,515.2933233732331,523.9459714196599,522.989524271408,471.491496300252,Sub-Saharan Africa,5.152933233732331e-07,19.106875426349998,"(1.449, 66.911]"
91,130,Malawi,2019,2600.0,70.01,11.0,17670,18629,5.427277872099604,0.28076923076923077,136.0,MWI,506.137294436399,544.593435393373,591.8463895566459,636.820536833847,Sub-Saharan Africa,5.06137294436399e-07,27.169321726147352,"(1.449, 66.911]"
92,131,Malaysia,2019,2931.0,77.53,17.639031047424087,31105,31950,2.7166050474200287,1.3391334015694303,1717.0,MYS,10259.3048064811,11380.0820900475,11432.822997301799,10412.3489834381,East Asia & Pacific,1.0259304806481099e-05,321.1050017677965,"(312.044, 1110.26]"
94,133,Mali,2019,2888.0,80.42,8.102493074792244,18512,19658,6.190579083837511,0.08414127423822716,55.0,MLI,830.021515346886,894.8047765103661,879.0431873008121,862.4530187702521,Sub-Saharan Africa,8.300215153468859e-07,42.223090616893174,"(1.449, 66.911]"
95,134,Malta,2019,3379.0,105.36,26.990233796981354,438,440,0.45662100456621,0.7517016868896124,4.0,MLT,28250.6977747589,30672.292243903797,30186.1959621979,27884.642827425097,Middle East & North Africa,2.82506977747589e-05,64206.131306270225,"(6898.826, 384617.885]"
96,136,Mauritania,2019,2875.0,82.92,15.304347826086957,4283,4526,5.673593275741303,0.23408695652173914,5.0,MRT,1587.6112632506301,1670.2041645288,1743.30290093768,1701.9911630490801,Sub-Saharan Africa,1.5876112632506302e-06,350.77579833199957,"(312.044, 1110.26]"
97,137,Mauritius,2019,3033.0,87.14,16.254533465215957,1264,1270,0.47468354430379744,1.3794922518958128,51.0,MUS,10484.9083620411,11208.3438184474,11097.168977137,8627.843157119809,Sub-Saharan Africa,1.04849083620411e-05,8255.833355937873,"(6898.826, 384617.885]"
98,138,Mexico,2019,3163.0,91.65,22.13088839709137,124777,127576,2.2432018721398976,1.1258299083148908,3515.0,MEX,9287.84958732302,9686.984926555859,9950.45008048459,8329.27131263927,Latin America & Caribbean,9.28784958732302e-06,72.80248312631703,"(66.911, 312.044]"
99,141,Mongolia,2019,2880.0,103.74,45.416666666666664,3114,3225,3.5645472061657033,0.10694444444444444,0.0,MNG,3687.10000337811,4156.8469697802,4404.845830202079,4060.95051770038,East Asia & Pacific,3.6871000033781104e-06,1143.2868227529023,"(1110.26, 6898.826]"
100,143,Morocco,2019,3365.0,99.15,9.955423476968797,35581,36472,2.504145470897389,0.612184249628529,861.0,MAR,3035.4544332310497,3226.98279356862,3235.00066048238,3058.69168866957,Middle East & North Africa,3.0354544332310496e-06,83.22698051192833,"(66.911, 312.044]"
101,144,Mozambique,2019,2130.0,47.3,4.788732394366197,28649,30366,5.993228384934902,0.18497652582159624,112.0,MOZ,461.415094120589,503.317925171139,506.641639083046,448.544280704982,Sub-Saharan Africa,4.61415094120589e-07,15.195122641131167,"(1.449, 66.911]"
102,146,Moldova,2019,2687.0,69.84,20.878302940081877,4060,4043,-0.4187192118226601,0.6203944919985115,43.0,MDA,3509.69345025814,4230.3630367862,4491.6888269382,4547.05972064671,Europe & Central Asia,3.50969345025814e-06,868.0913802270936,"(312.044, 1110.26]"
103,147,Namibia,2019,2474.0,65.58,12.409054163298302,2403,2495,3.8285476487723678,0.46321746160064675,11.0,NAM,5367.114674447879,5588.39286411942,5009.68590391401,4179.27806560875,Sub-Saharan Africa,5.367114674447879e-06,2151.1481661113744,"(1110.26, 6898.826]"
104,149,Nepal,2019,2883.0,74.9,8.532778355879293,27633,28609,3.532008830022075,0.0766562608394034,63.0,NPL,1048.45375534427,1178.52593245237,1194.95687572575,1155.14285440358,South Asia,1.0484537553442698e-06,36.64768972506099,"(1.449, 66.911]"
105,150,Netherlands,2019,3353.0,108.11,34.47658813003281,17021,17097,0.44650725574290584,0.15926036385326572,1036.0,NLD,48554.992276175595,53018.6293562696,52476.27325333269,52397.1167129558,Europe & Central Asia,4.85549922761756e-05,2839.97147313421,"(1110.26, 6898.826]"
107,154,North Macedonia,2019,3095.0,84.27,18.933764135702745,2082,2083,0.04803073967339097,0.647172859450727,1.0,MKD,5450.4928808666,6108.74010831698,6070.38805358275,5917.2625754522105,Europe & Central Asia,5.4504928808666e-06,2616.655247655593,"(1110.26, 6898.826]"
108,155,Vanuatu,2019,2605.0,64.49,15.201535508637235,286,300,4.895104895104895,0.48675623800383877,1.0,VUT,3082.47508309466,3125.4049991895195,3116.2977591252898,2870.08930028914,East Asia & Pacific,3.0824750830946602e-06,10274.916943648866,"(6898.826, 384617.885]"
109,156,New Zealand,2019,3228.0,96.45,29.987608426270135,4702,4783,1.722671203743088,0.9141883519206939,240.0,NZL,42992.8952738896,43306.070003237204,42755.2162634522,41441.4666667011,East Asia & Pacific,4.2992895273889594e-05,8988.688119148985,"(6898.826, 384617.885]"
110,157,Nicaragua,2019,2620.0,65.87,11.221374045801527,6385,6546,2.5215348472983554,0.7625954198473283,140.0,NIC,2159.15671369193,2014.57518879047,1926.69969398276,1905.2611515592102,Latin America & Caribbean,2.1591567136919298e-06,329.8436776186877,"(312.044, 1110.26]"
111,158,Niger,2019,2623.0,84.82,5.871139916126572,21602,23311,7.9113045088417735,0.04269919939001144,19.0,NER,517.771572271371,570.723921953592,554.099389259855,567.669892261611,Sub-Saharan Africa,5.177715722713711e-07,22.21146978985762,"(1.449, 66.911]"
112,159,Nigeria,2019,2565.0,58.13,3.0409356725146197,190873,200964,5.286761354408428,0.04873294346978557,240.0,NGA,1968.5653984744397,2027.7785486384198,2229.8586518613,2097.09247289022,Sub-Saharan Africa,1.96856539847444e-06,9.795612141848489,"(1.449, 66.911]"
113,162,Norway,2019,3449.0,116.28,31.893302406494637,5296,5379,1.5672205438066464,0.5830675558132792,107.0,NOR,75496.7540581998,82267.80931615901,75719.7528965342,67329.67779109669,Europe & Central Asia,7.54967540581998e-05,14035.462736233465,"(6898.826, 384617.885]"
114,165,Pakistan,2019,2483.0,66.04,22.996375352396296,207906,216565,4.164862966917742,0.1977446637132501,1523.0,PAK,1464.9261954181,1482.21306651797,1288.55632450434,1188.85975692162,South Asia,1.4649261954181e-06,6.764371876425553,"(1.449, 66.911]"
115,166,Panama,2019,2977.0,87.87,23.580786026200872,4107,4246,3.384465546627709,1.8901578770574403,224.0,PAN,15146.4085115348,15544.9990788449,15774.2549406847,12509.835290141398,Latin America & Caribbean,1.5146408511534801e-05,3567.218208086387,"(1110.26, 6898.826]"
117,168,Papua New Guinea,2019,2244.0,64.31,14.705882352941176,8438,8776,4.0056885517895235,0.17067736185383245,7.0,PNG,2695.24900855956,2801.3713930291497,2820.3063965068895,2757.2175297369604,East Asia & Pacific,2.69524900855956e-06,307.11588520505467,"(66.911, 312.044]"
118,169,Paraguay,2019,2770.0,70.05,13.249097472924188,6867,7045,2.5921071792631425,0.36859205776173287,77.0,PRY,5678.869972199999,5782.78454981286,5380.9633218413,5001.072760451911,Latin America & Caribbean,5.6788699722e-06,806.0851628388928,"(312.044, 1110.26]"
119,170,Peru,2019,2786.0,88.55,16.475233309404164,31444,32510,3.3901539244370946,1.4536970567121321,1763.0,PER,6710.50760214164,6957.79341149359,7027.61220697723,6126.8745397886705,Latin America & Caribbean,6.71050760214164e-06,206.4136450981741,"(66.911, 312.044]"
120,171,Philippines,2019,2809.0,65.26,14.845140619437522,105173,108117,2.7991975126696014,0.47312210751156997,1466.0,PHL,3123.2456417484495,3252.11027410024,3485.3408438977003,3298.8295856965697,East Asia & Pacific,3.1232456417484496e-06,28.887646177275077,"(1.449, 66.911]"
121,173,Poland,2019,3508.0,104.96,28.70581527936146,37953,37888,-0.1712644586725687,0.8127137970353477,2558.0,POL,13864.6817579973,15468.4822194105,15732.2031311754,15720.994663556,Europe & Central Asia,1.38646817579973e-05,365.9386021430875,"(312.044, 1110.26]"
122,174,Portugal,2019,3458.0,117.74,30.21978021978022,10289,10226,-0.6123044027602293,0.945054945054945,350.0,PRT,21437.3475036794,23551.0482905614,23330.817288932,22176.2967116929,Europe & Central Asia,2.14373475036794e-05,2096.357080351985,"(1110.26, 6898.826]"
123,175,Guinea-Bissau,2019,2230.0,43.28,6.547085201793722,1828,1921,5.087527352297593,0.11255605381165917,3.0,GNB,738.5499448907821,802.767385116156,749.453747028806,727.5201717195621,Sub-Saharan Africa,7.385499448907821e-07,384.46118942778867,"(312.044, 1110.26]"
124,176,Timor-Leste,2019,2232.0,48.18,8.78136200716846,1243,1293,4.022526146419952,0.3951612903225806,1.0,TLS,1299.49463507231,1249.13835051953,1583.7135764662198,1442.7307382501501,East Asia & Pacific,1.29949463507231e-06,1005.0229196228229,"(312.044, 1110.26]"
125,181,Zimbabwe,2019,1707.0,38.21,8.201523140011716,14237,14645,2.8657722834866894,0.21441124780316345,52.0,ZWE,1235.1890319206402,1254.64226494434,1316.74065692871,1214.50982023534,Sub-Saharan Africa,1.2351890319206403e-06,84.34203017553023,"(66.911, 312.044]"
126,183,Romania,2019,3588.0,107.75,26.059085841694536,19654,19365,-1.4704385875648722,0.6647157190635451,507.0,ROU,10807.009167199301,12398.981978766598,12899.3461112897,12896.0886211622,Europe & Central Asia,1.0807009167199301e-05,558.0691539994475,"(312.044, 1110.26]"
127,184,Rwanda,2019,2214.0,58.83,4.652213188798554,11981,12627,5.391870461564143,0.07588075880758807,19.0,RWA,772.316989145919,783.637162814808,820.1492885585941,797.8555206717481,Sub-Saharan Africa,7.72316989145919e-07,61.1639335666365,"(1.449, 66.911]"
128,185,Russian Federation,2019,3363.0,104.83,25.899494498959264,145530,145872,0.23500309214594928,0.9322033898305084,4606.0,RUS,10720.3326583505,11287.355278081499,11497.6492498593,10126.7217935297,Europe & Central Asia,1.07203326583505e-05,73.49136680343383,"(66.911, 312.044]"
129,188,St. Kitts and Nevis,2019,2553.0,71.3,25.81276929103016,52,53,1.9230769230769231,2.027027027027027,0.0,KNA,20384.7478810966,20567.4991135916,22046.6899120796,18437.7489235363,Latin America & Caribbean,2.0384747881096598e-05,384617.88454899244,"(6898.826, 384617.885]"
130,189,St. Lucia,2019,2633.0,84.3,26.5476642612989,181,183,1.1049723756906078,1.1652107861754653,1.0,LCA,11034.629849655701,11353.715208418602,11591.0804756999,8804.5610483134,Latin America & Caribbean,1.10346298496557e-05,60298.52376861039,"(6898.826, 384617.885]"
131,191,St. Vincent and the Grenadines,2019,2949.0,91.46,21.532722956934553,110,111,0.9090909090909091,2.6032553407934893,0.0,VCT,7213.02585706279,7361.4009618002,7460.15336179271,7278.01629673695,Latin America & Caribbean,7.21302585706279e-06,64982.2149284936,"(6898.826, 384617.885]"
132,193,Sao Tome and Principe,2019,2402.0,54.56,8.32639467110741,207,215,3.864734299516908,0.5566194837635304,1.0,STP,1813.8074335970398,1953.5132573676,1987.57970166818,2157.84044569668,Sub-Saharan Africa,1.8138074335970397e-06,8436.313644637394,"(6898.826, 384617.885]"
133,194,Saudi Arabia,2019,3302.0,89.55,14.082374318594791,33101,34269,3.52859430228694,1.2668079951544517,800.0,SAU,20802.4663134648,23337.017549434702,23139.7979808237,20110.316192491202,Middle East & North Africa,2.08024663134648e-05,607.0345301428346,"(312.044, 1110.26]"
134,195,Senegal,2019,2601.0,64.39,6.382160707420223,15419,16296,5.687787794279784,0.2706651287966167,114.0,SEN,1361.70197218375,1458.06909258145,1430.1482590016199,1471.83096170711,Sub-Saharan Africa,1.36170197218375e-06,83.56050393861992,"(66.911, 312.044]"
135,196,Seychelles,2019,3123.0,95.8,19.72462375920589,96,98,2.0833333333333335,1.2872238232468782,1.0,SYC,15945.2649266263,15994.8198615534,16213.4807569248,10764.4204224611,Sub-Saharan Africa,1.59452649266263e-05,162706.78496557448,"(6898.826, 384617.885]"
136,197,Sierra Leone,2019,2332.0,50.33,3.9451114922813035,7488,7813,4.340277777777778,0.1732418524871355,20.0,SLE,496.682294873131,533.991533265984,521.754836722241,509.376593987322,Sub-Saharan Africa,4.96682294873131e-07,63.57126518278908,"(1.449, 66.911]"
137,198,Slovenia,2019,3149.0,95.34,25.785963798031123,2076,2079,0.14450867052023122,0.7669101302000635,70.0,SVN,23455.944725922203,26104.102788994904,25942.9547741436,25517.33066526,Europe & Central Asia,2.3455944725922202e-05,11282.320695489276,"(6898.826, 384617.885]"
138,199,Slovak Republic,2019,2914.0,71.07,31.50308853809197,5448,5457,0.16519823788546256,0.5075497597803706,71.0,SVK,17494.7287902036,19380.5135070548,19303.5456581383,19266.5135736247,Europe & Central Asia,1.74947287902036e-05,3205.924278945135,"(1110.26, 6898.826]"
139,202,South Africa,2019,2898.0,79.77,16.08005521048999,57010,58558,2.715313102964392,1.2877846790890268,1816.0,ZAF,6690.939847350961,7005.09541266022,6624.76186493309,5655.86765390396,Sub-Saharan Africa,6.690939847350961e-06,114.26175496688687,"(66.911, 312.044]"
140,203,Spain,2019,3348.0,108.54,26.045400238948627,46647,46737,0.19293845263360987,0.9958183990442057,1631.0,ESP,28100.586241945297,30349.7520984361,29555.3156985079,27063.1939180299,Europe & Central Asia,2.8100586241945297e-05,601.2492509563151,"(312.044, 1110.26]"
141,207,Suriname,2019,2758.0,68.04,15.663524292965917,570,581,1.9298245614035088,1.8846990572878897,11.0,SUR,6295.56056173578,6938.086981472939,6853.693410779879,4916.60566637918,Latin America & Caribbean,6.295560561735779e-06,10835.73246426124,"(6898.826, 384617.885]"
142,208,Tajikistan,2019,2484.0,71.64,15.297906602254429,8880,9321,4.966216216216216,0.1574074074074074,16.0,TJK,848.672379903239,853.2188734013209,890.544402355733,859.137961121368,Europe & Central Asia,8.48672379903239e-07,91.04949897041507,"(66.911, 312.044]"
143,209,Eswatini,2019,2544.0,60.03,10.770440251572326,1125,1148,2.0444444444444443,0.28144654088050314,6.0,SWZ,3914.4184837960297,4105.8936827893895,3915.64346723669,3424.2822122311,Sub-Saharan Africa,3.91441848379603e-06,3409.772198428597,"(1110.26, 6898.826]"
144,210,Sweden,2019,3184.0,108.1,32.914572864321606,9905,10036,1.3225643614336193,0.5370603015075378,158.0,SWE,53791.5087298403,54589.0603860606,51939.4297445291,52274.4087868798,Europe & Central Asia,5.3791508729840305e-05,5359.855393567188,"(1110.26, 6898.826]"
145,211,Switzerland,2019,3379.0,97.16,33.56022491861498,8456,8591,1.596499526963103,0.5131695767978692,99.0,CHE,83352.0886533412,86388.4049527184,85334.5194620909,87097.0364503764,Europe & Central Asia,8.33520886533412e-05,9702.256856401023,"(6898.826, 384617.885]"
148,215,Tanzania,2019,2374.0,60.08,6.908171861836562,54660,58005,6.119648737650933,0.06276326874473462,81.0,TZA,1004.90658838695,1042.8387560513002,1085.88486002476,1076.46970642052,Sub-Saharan Africa,1.00490658838695e-06,17.324482172001552,"(1.449, 66.911]"
149,216,Thailand,2019,2808.0,60.83,12.749287749287749,69210,69626,0.6010692096517845,0.38853276353276356,1775.0,THA,6593.818351571379,7296.879607723391,7817.009671189179,7186.87409206525,East Asia & Pacific,6.593818351571379e-06,94.70339171532731,"(66.911, 312.044]"
150,217,Togo,2019,2464.0,56.8,4.342532467532467,7698,8082,4.9883086515978174,0.34375000000000006,44.0,TGO,830.745276651438,901.523016898937,893.352454121675,914.950792453212,Sub-Saharan Africa,8.30745276651438e-07,102.78956652455308,"(66.911, 312.044]"
151,220,Trinidad and Tobago,2019,2959.0,85.05,20.919229469415342,1384,1395,0.7947976878612717,2.1530922608989522,62.0,TTO,16173.7400502023,17037.8623561897,16637.1629387697,15425.6351094785,Latin America & Caribbean,1.6173740050202298e-05,11594.078889033906,"(6898.826, 384617.885]"
152,221,Oman,2019,2951.0,84.67,19.722128092172145,4666,4975,6.622374624946421,0.7685530328702135,7.0,OMN,17329.1854626719,18947.3664959773,17700.7034900714,14485.3861157973,Middle East & North Africa,1.73291854626719e-05,3483.253359331035,"(1110.26, 6898.826]"
153,222,Tunisia,2019,3499.0,100.76,11.460417262074879,11433,11695,2.2916120003498643,0.4949985710202915,223.0,TUN,3687.77746085503,3680.89259713943,3574.6540241845396,3521.59194808639,Middle East & North Africa,3.68777746085503e-06,315.32941093245233,"(312.044, 1110.26]"
154,223,Turkey,2019,3734.0,111.07,16.363149437600427,81116,83430,2.852704768479708,0.5530262453133369,2202.0,TUR,10589.667724687,9454.34844272271,9121.51516673708,8536.433319606322,Europe & Central Asia,1.0589667724687001e-05,126.92877531687644,"(66.911, 312.044]"
155,226,Uganda,2019,2156.0,43.14,7.142857142857143,41167,44270,7.5375907887385525,0.07142857142857142,69.0,UGA,746.830752928351,770.6007843432919,798.585734133959,822.027681531666,Sub-Saharan Africa,7.46830752928351e-07,16.869906323206482,"(1.449, 66.911]"
156,229,United Kingdom,2019,3395.0,106.19,29.013254786450663,66727,67530,1.203410913123623,0.976141384388807,1902.0,GBR,40857.7555829627,43646.951971149305,43070.4983595888,41059.1688090547,Europe & Central Asia,4.0857755582962705e-05,605.0311799639079,"(312.044, 1110.26]"
157,230,Ukraine,2019,3036.0,90.09,24.242424242424242,44488,43994,-1.1104117964394893,0.8959156785243741,1410.0,UKR,2638.3260548504,3096.56169661923,3661.4562043022797,3724.93843689756,Europe & Central Asia,2.6383260548504e-06,59.97013353753693,"(1.449, 66.911]"
158,231,United States,2019,3862.0,115.01,29.15587778353185,325085,329065,1.2242951843364043,1.5173485240807871,22858.0,USA,60109.6557260477,63064.4184096731,65279.529026095304,63593.4436209541,North America,6.0109655726047696e-05,182.66803131918527,"(66.911, 312.044]"
159,233,Burkina Faso,2019,2733.0,80.16,5.525064032199048,19193,20321,5.87714270827906,0.07939992682034394,44.0,BFA,734.9962679605279,804.500537821516,796.1152068276759,857.9327296502229,Sub-Saharan Africa,7.349962679605279e-07,36.16929619411092,"(1.449, 66.911]"
160,234,Uruguay,2019,3209.0,87.51,26.26986600186974,3437,3462,0.7273785277858598,0.2938610158928015,31.0,URY,18690.8938401411,18703.8602924478,17688.01500769,15438.4116657291,Latin America & Caribbean,1.86908938401411e-05,5398.871704257973,"(1110.26, 6898.826]"
161,235,Uzbekistan,2019,3219.0,100.37,23.36129232680957,31960,32982,3.197747183979975,0.07517862690276483,64.0,UZB,1916.7646424677898,1597.0683366109,1784.00981608195,1750.69711321291,Europe & Central Asia,1.91676464246779e-06,58.11547639523952,"(1.449, 66.911]"
163,237,Vietnam,2019,2939.0,88.21,21.06158557332426,94601,96462,1.9672096489466284,0.4450493365090167,1089.0,VNM,2365.52161506114,2566.4474870063,2715.27598010995,2785.72416087603,East Asia & Pacific,2.36552161506114e-06,24.52283401817441,"(1.449, 66.911]"
164,238,Ethiopia,2019,2439.0,70.55,4.141041410414104,106400,112079,5.337406015037594,0.028290282902829027,77.0,ETH,768.523015429372,771.524866349431,855.7608851869031,936.340461064749,Sub-Saharan Africa,7.68523015429372e-07,6.856976020747616,"(1.449, 66.911]"
165,244,Samoa,2019,3095.0,89.49,26.300484652665588,195,197,1.0256410256410255,2.101777059773829,0.0,WSM,4258.97876710344,4187.50472923664,4322.86845664045,4067.84345873762,East Asia & Pacific,4.2589787671034405e-06,21619.18155890071,"(6898.826, 384617.885]"
167,250,"Congo, Dem. Rep.",2019,1913.0,25.91,1.5159435441714584,81399,86791,6.624160001965626,0.08416100365917407,10.0,COD,467.07423172679,560.807358238634,580.716870645391,543.950392515803,Sub-Saharan Africa,4.6707423172679e-07,5.381597535767418,"(1.449, 66.911]"
168,251,Zambia,2019,2267.0,60.89,7.146007940008822,16854,17861,5.9748427672955975,0.16100573445081606,51.0,ZMB,1535.19657398198,1516.36837125728,1305.00103080403,985.1324360388691,Sub-Saharan Africa,1.53519657398198e-06,85.95244241542915,"(66.911, 312.044]"
169,255,Belgium,2019,3800.0,100.34,33.078947368421055,11420,11539,1.042031523642732,0.33,448.0,BEL,44089.310087511796,47519.5530968943,46591.4916067396,45159.3482229717,Europe & Central Asia,4.40893100875118e-05,3820.895232473507,"(1110.26, 6898.826]"
170,256,Luxembourg,2019,3504.0,108.95,33.789954337899545,592,616,4.054054054054054,0.5516552511415524,0.0,LUX,109921.031443585,117197.48169363,113218.713349678,116014.602496869,Europe & Central Asia,0.000109921031443585,178443.23286296267,"(6898.826, 384617.885]"
171,272,Serbia,2019,2865.0,86.58,28.516579406631763,8830,8772,-0.6568516421291053,0.44397905759162304,104.0,SRB,6292.54362926707,7252.401857739921,7417.20364852201,7720.51057195234,Europe & Central Asia,6.29254362926707e-06,717.3442349825661,"(312.044, 1110.26]"
172,273,Montenegro,2019,3520.0,111.99,34.85795454545455,628,628,0.0,0.4664772727272728,4.0,MNE,7784.06528996557,8845.914218872958,8910.650834146129,7677.15222569996,Europe & Central Asia,7.78406528996557e-06,12395.008423512054,"(6898.826, 384617.885]"
173,276,Sudan,2019,2581.0,75.87,13.676869430453312,40813,42813,4.900399382549677,0.05036807438977141,75.0,SDN,1011.5212160524001,740.7467670014079,610.927861513165,486.418816281925,Sub-Saharan Africa,1.0115212160524e-06,23.62649699979913,"(1.449, 66.911]"
174,351,China,2019,3340.0,105.11,22.5748502994012,1452626,1465634,0.8954817000384132,0.4437125748502994,21195.0,CHN,8816.98690451989,9905.342003892529,10143.8381719921,10434.7751874839,East Asia & Pacific,8.81698690451989e-06,6.015817662881654,"(1.449, 66.911]"
